단어,점수
하찮게,-2.0
하찮고,-2.0
하찮다,-2.0
하찮은,-2.0
학대받다,-1.0
학대하는,-2.0
학대하다,-1.0
학문이,1.0
한가하게,1.0
한가하고,1.0
한결같다,1.0
한결같은,2.0
한결같이,1.0
한계,-1.0
한뜻,1.0
한마음,1.0
한숨,-1.0
한숨을,-1.0
한숨이나,-1.0
한숨짓다,-1.0
한스럽게,-2.0
한스럽다,-2.0
한심하다,-1.0
한심한,-1.0
한증,-1.0
한탄,-2.0
한탄스러울,-2.0
한탄스럽다,-2.0
한탄스레,-2.0
한탄하다,-2.0
한탄하여,-2.0
한탄함,-2.0
할딱대다,-2.0
할인,1.0
할인되다,1.0
할인하다,1.0
함께,1.0
함부로,-1.0
함정,-1.0
함정에,-2.0
합격하다,1.0
합리적,1.0
합리적으로,1.0
합리적이다,1.0
합리적인,1.0
항거를,-1.0
항의하여,-1.0
해가,-2.0
해결되다,1.0
해결되어,1.0
해결하거나,1.0
해결해,1.0
해고하다,-1.0
해내다,1.0
해낼,1.0
해로운,-2.0
해로움이나,-2.0
해롭다,-2.0
해롱대다,-1.0
해어져서,-1.0
해어지게,-1.0
해지거나,-1.0
해지고,-1.0
해지어,-1.0
해쳐서,-2.0
해치거나,-2.0
해치다,-2.0
해치려고,-2.0
해치려다가,-2.0
해칠,-2.0
해침,-2.0
해학,1.0
해학적인,1.0
행동하기가,0.0
행동하는,0.0
행방불명,-1.0
행복,2.0
행복감,2.0
행복스럽다,2.0
행복을,2.0
행복하다,2.0
행복한,2.0
행불,-1.0
행우하다,2.0
행운을,2.0
행운의,1.0
향기가,1.0
향기로운,-1.0
향상,1.0
향상시키다,1.0
허는,-1.0
허덕이다,-1.0
허둥거리는,-1.0
허둥거리며,-1.0
허둥대어,-1.0
허둥지둥하다,-1.0
허락되다,1.0
허락하여,1.0
허랑방탕한,-2.0
허름하고,-1.0
허망한,-1.0
허무,-1.0
허무감,-1.0
허무에서,-1.0
허무하다,-1.0
허무한,-1.0
허물을,-1.0
허물이나,-1.0
허병,-1.0
허비하는,-1.0
허사가,-1.0
허섭쓰레기,-1.0
허세를,-1.0
허술하여서,-1.0
허술한,-1.0
허약하다,-1.0
허약하여,-1.0
허약하여져서,-1.0
허약하여진,-1.0
허약한,-1.0
허약할,-1.0
허약해져서,-1.0
허약해지다,-1.0
허약해진,-1.0
허전하거나,-1.0
허전하고,-1.0
허전하다,-1.0
허전한,-1.0
허접,-2.0
허접스럽다,-2.0
허접쓰레기,-2.0
허접하다,-2.0
허탕이,-2.0
허탕하다,-2.0
허풍을,-1.0
허하여,-1.0
허황되게,-2.0
허황되다,-2.0
허황된,-2.0
허황하고,-2.0
허황하며,-2.0
허황한,-2.0
헉헉대다,-1.0
헌데나,-1.0
헌식적이다,2.0
헌신적,2.0
헌신적인,2.0
헐거나,-1.0
헐거워서,-1.0
헐겁고,-1.0
헐게,-1.0
헐고,-1.0
헐떡대다,-1.0
헐뜯거나,-2.0
헐뜯고,-2.0
헐뜯기,-2.0
헐뜯는,-2.0
헐뜯다,-2.0
헐뜯어,-2.0
헐뜯어서,-2.0
헐뜯으려고,-2.0
헐뜯음,-2.0
헐어서,-1.0
헐어지거나,-1.0
헐었거나,-1.0
험상궂게,-2.0
험상궂고,-2.0
험상궂은,-2.0
험상궃은,-2.0
험상스럽다,-2.0
험상하고,-2.0
험하고,-1.0
험하다,-1.0
험하여,-1.0
험한,-1.0
헛갈리다,-1.0
헛되이,-2.0
헛된,-2.0
헛디디거나,-1.0
헛디디는,-1.0
헛디디다,-1.0
헛소리,-1.0
헛소리나,-1.0
헛소리를,-1.0
헛헛한,-1.0
헝클어져,-1.0
헝클어지거나,-1.0
헤매다,-1.0
헤어지게,-1.0
헤프게,-1.0
헷갈리어,-1.0
혁신,2.0
혁신적으로,1.0
혁신적인,1.0
혁신주의자,1.0
현기증,-1.0
현기증을,-1.0
현기증이,-1.0
현명하게,1.0
현명하다,1.0
현명한,2.0
현숙한,1.0
현시창,-1.0
현피,-1.0
혐오,-2.0
혐오감,-2.0
혐오감을,-2.0
혐오스럽다,-2.0
혐오증,-2.0
혐오하다,-1.0
혐짤,-1.0
협박,-2.0
협박과,-2.0
협박장을,-1.0
협박하다,-2.0
형벌,-2.0
형벌의,-1.0
형벌하는,-1.0
형편없게,-2.0
형편없는,-1.0
형편없다,-2.0
혜택,1.0
혜택을,1.0
혜택이,1.0
혜택이나,1.0
호감,2.0
호감갖다,2.0
호감있다,2.0
호감정,2.0
호감하다,2.0
호강하다,2.0
호갱,-1.0
호갱님,-1.0
호되게,-1.0
호된,-1.0
호들갑스럽게,-1.0
호의,2.0
호의나,2.0
호의적,1.0
호의적이다,1.0
호의적인,1.0
호의호식하며,1.0
호화롭고,2.0
호화스럽다,-1.0
호흡곤란,-1.0
혼내는,-2.0
혼란스러운,-2.0
혼란스럽게,-1.0
혼란스럽고,-1.0
혼란스럽다,-1.0
혼란하게,-2.0
혼모노,-2.0
혼미하여지는,-1.0
혼미한,-1.0
혼미해지고,-1.0
혼미해지는,-1.0
혼인,1.0
혼쭐을,-2.0
홀가분해지다,1.0
홀로,-1.0
화가,-2.0
화기,-2.0
화기애애한,2.0
화나,-2.0
화나게,-2.0
화나고,-2.0
화나다,-2.0
화내다,-2.0
화답하며,1.0
화려하게,1.0
화려하고,1.0
화려하다,1.0
화려한,1.0
화려함,1.0
화를,-2.0
화목하게,2.0
화목하고,2.0
화목하다,2.0
화목한,2.0
화목함,2.0
화미하다,1.0
화사하다,2.0
화음,1.0
화재,-2.0
화창하여,2.0
화창한,2.0
화풀이,-1.0
화풀이를,-1.0
화합,1.0
화합하는,1.0
화합하다,1.0
화해하거나,1.0
확보하다,1.0
확신을,1.0
확실하게,1.0
확실하고,1.0
확실하다,1.0
환상,-2.0
환상이다,-2.0
환상적인,1.0
환성을,2.0
환영하다,2.0
환자,-1.0
환처가,-1.0
환하게,2.0
환하고,2.0
환하다,2.0
환한,2.0
환함,2.0
활기,2.0
활기가,2.0
활기를,2.0
활달하고,2.0
활력,1.0
활발하고,2.0
활발하다,2.0
활발한,2.0
황당한,-1.0
황소고집,-1.0
황송한,2.0
황천길,-1.0
황폐화,-2.0
황홀,2.0
황홀감,2.0
황홀하다,2.0
황홀한,1.0
회개,1.0
회개하다,1.0
회복되다,1.0
회복하다,1.0
획기적으로,1.0
획기적이다,-2.0
획기적인,-2.0
효과적,1.0
효과적으로,1.0
효과적이다,1.0
효과적인,1.0
효도하다,2.0
효율적인,1.0
후련하게,1.0
후련하고,1.0
후련하다,1.0
후련한,1.0
후회,-2.0
후회막심하다,-2.0
후회스럽다,-2.0
후회하다,-2.0
후회하여도,-2.0
훈훈하다,2.0
훌륭하거나,2.0
훌륭하게,2.0
훌륭하고,2.0
훌륭하다,2.0
훌륭한,2.0
훔쳐,-1.0
훔치거나,-1.0
훔치는,-1.0
훔치다,-1.0
훔치려고,-1.0
훔친다는,-1.0
훔침으로써,-1.0
훤칠,2.0
훤칠하다,2.0
훤하게,1.0
훤하고,1.0
훤하다,1.0
훤하여,1.0
훼방,-1.0
훼방을,-1.0
훼방하거나,-1.0
훼방하다,-1.0
훼손,-1.0
훼손하다,-1.0
휘청거리며,-1.0
휭하니,-1.0
휴식,1.0
휴식하다,1.0
흉괴하다,-2.0
흉년이,-2.0
흉망스럽다,-2.0
흉망스레,-2.0
흉몽,-2.0
흉물,-2.0
흉물스럽다,-2.0
흉물스레,-2.0
흉보다,-2.0
흉악,-2.0
흉악망측,-2.0
흉악망측스럽다,-2.0
흉악망측스레,-2.0
흉악망측하다,-2.0
흉악무도,-2.0
흉악무도하다,-2.0
흉악범,-2.0
흉악성,-2.0
흉악하게,-2.0
흉악하고,-2.0
흉악하다,-2.0
흉악한,-2.0
흉악함,-2.0
흉악히,-2.0
흉을,-2.0
흉측,-2.0
흉측스럽다,-2.0
흉측스레,-2.0
흉측하거나,-2.0
흉측하다,-2.0
흉측히,-2.0
흉터,-1.0
흉터가,-1.0
흉포성,-2.0
흉하거나,-2.0
흉하게,-2.0
흉하고,-2.0
흉하다,-2.0
흉하다고,-2.0
흉한,-2.0
흉할,-2.0
흉흉히,-2.0
흐느껴,-1.0
흐느낄,-1.0
흐느낌,-2.0
흐느적흐느적,-1.0
흐들감스럽다,-1.0
흐들갑,-1.0
흐들갑스럽다,-1.0
흐들갑스레,-1.0
흐려지다,-1.0
흐리고,-1.0
흐리다,-1.0
흐리멍덩하게,-1.0
흐리멍덩하다,-1.0
흐리멍덩하며,-1.0
흐리멍덩하여,-1.0
흐리멍덩한,-1.0
흐린,-2.0
흐림,-1.0
흐뭇하거나,2.0
흐뭇하게,2.0
흐뭇하고,2.0
흐뭇하다,2.0
흐뭇하여,2.0
흐뭇한,2.0
흐뭇할,2.0
흐뭇함,2.0
흐지부지,-1.0
흐지부지하게,-1.0
흐지부지하다,-1.0
흐트러져,-1.0
흑역사,-2.0
흑흑대다,-1.0
흔모,2.0
흔모하다,2.0
흘겨보다,-1.0
흘리다,-1.0
흘흘,-1.0
흙빛과,-1.0
흠모,2.0
흠모하다,2.0
흠애,2.0
흠애하다,2.0
흠을,-1.0
흠이나,-1.0
흠좀무,-1.0
흡만하다,2.0
흡족,2.0
흡족하게,2.0
흡족하다,2.0
흡족하여,2.0
흡족한,2.0
흥감,2.0
흥감스럽다,2.0
흥감스레,2.0
흥감하다,2.0
흥겨운,2.0
흥겹게,2.0
흥겹고,2.0
흥겹다,2.0
흥그럽다,1.0
흥글거리다,-1.0
흥글방망이놀다,-2.0
흥글벙글,-2.0
흥글벙글하다,-2.0
흥글흥글,-1.0
흥글흥글하다,-1.0
흥뚱항뚱,-1.0
흥미,1.0
흥미가,1.0
흥미나,1.0
흥미롭다,1.0
흥미와,1.0
흥분되고,1.0
흥분하는,-1.0
흥분하다,1.0
흥에,2.0
흥이,2.0
흥청,-1.0
흥청거리다,-1.0
흥청대다,-1.0
흥청망청,-1.0
흥청망청하다,-1.0
흥청벙청,-1.0
흥청흥청,-1.0
흥청흥청하다,-1.0
흥취,2.0
흥하다,2.0
흥행,2.0
흥행되다,2.0
흥행작,2.0
흥행하다,2.0
흥행화하다,2.0
희고,1.0
희다,1.0
희떠운,-1.0
희떱게,-1.0
희락,2.0
희롱질하다,0.0
희롱하다,-1.0
희롱해롱,-1.0
희롱해롱하다,-1.0
희롱희롱,-1.0
희롱희롱하다,-1.0
희룽거리다,-1.0
희룽대다,-1.0
희룽해롱,-1.0
희룽해롱하다,-1.0
희룽희룽,-1.0
희룽희룽하다,-1.0
희룽히룽,-1.0
희말쑥하다,1.0
희망,1.0
희망없는,-2.0
희망을,1.0
희망적,1.0
희망차고,1.0
희망차다,1.0
희멀끔,1.0
희멀끔하다,1.0
희멀끔히,1.0
희멀쑥,1.0
희멀쑥이,1.0
희멀쑥하다,1.0
희미하고,-1.0
희미하다,-1.0
희미해져서,-1.0
희박하다,-1.0
희희,1.0
희희거리다,-1.0
희희낙락,2.0
희희낙락거리다,2.0
희희낙락대다,2.0
희희낙락하다,2.0
희희대다,-1.0
희희덕,-1.0
희희덕거리다,0.0
희희덕대다,0.0
희희덕희희덕,-1.0
희희덕희희덕하다,-1.0
희희호호,2.0
힁하다,-1.0
힁허케,0.0
히든카드,1.0
히들거리다,0.0
히들머들,-1.0
히들머들하다,-1.0
히들히들,0.0
히들히들하다,0.0
히뜰머뜰,-1.0
히뜰머뜰하다,-1.0
히벌쭉거리다,1.0
히벌쭉대다,1.0
히살스럽다,-2.0
히살스레,-2.0
히스테리,-1.0
히죽,1.0
히죽거리다,1.0
히죽대다,1.0
히죽벌쭉,1.0
히죽벌쭉하다,1.0
히죽비죽,-1.0
히죽비죽하다,-1.0
히죽이,1.0
히죽이다,1.0
히죽하다,1.0
히죽해죽,1.0
히죽해죽하다,1.0
히죽히죽,1.0
히죽히죽하다,1.0
히쭉,1.0
히쭉이,1.0
히쭉이다,1.0
히쭉하다,1.0
히쭉해쭉,1.0
히쭉해쭉하다,1.0
히쭉히쭉,1.0
히쭉히쭉하다,1.0
히히거리다,1.0
히히대다,1.0
힐난,-1.0
힐난조,-1.0
힐난하다,-1.0
힘겨웁다,-2.0
힘겹게,-2.0
힘겹다,-2.0
힘든,-2.0
힘들,-2.0
힘들거나,-2.0
힘들게,-2.0
힘들다,-2.0
힘들어지고,-1.0
힘들어지다,-2.0
힘들여,-2.0
힘삐치다,-1.0
힘쓰다,0.0
힘없는,-1.0
힘없다,-1.0
힘없이,-1.0
힘차게,2.0
힘차고,2.0
힘차다,2.0
힘찬,2.0
섹시하다,2.0
공포감,-2.0
긴박하다,-1.0
무시무시하다,-1.0
살벌하다,-2.0
스산하다,-1.0
소름끼치다,-1.0
아슬아슬하다,-1.0
달갑다,1.0
대견하다,1.0
보기좋다,1.0
속시원하다,1.0
신명나다,1.0
신바람나다,1.0
원더풀,2.0
천만다행이다,1.0
쾌적,2.0
쾌적한,2.0
쾌적하다,2.0
함박웃음,2.0
경악하다,-2.0
기겁하다,-2.0
기절하다,-2.0
까무러치다,-1.0
당혹하다,-1.0
뜨끔하다,-1.0
뜨악하다,-1.0
만만찮다,-1.0
만만치않다,-1.0
아뿔싸,-1.0
움찔하다,-1.0
개썅년,-2.0
개자식,-2.0
개새끼,-2.0
괘씸하다,-2.0
그년,-1.0
그놈,-1.0
그자식,-1.0
기집년,-1.0
니미,-2.0
노여워하다,-2.0
멸시당하다,-2.0
모멸감,-2.0
모욕적,-2.0
모욕적이다,-2.0
미친개,-1.0
발칙하다,-1.0
버럭,-1.0
버럭대다,-1.0
분통터지다,-2.0
불유쾌하다,-1.0
비딱하다,-2.0
빌어먹을,-2.0
뾰루퉁하다,-1.0
삐치다,-2.0
삐지다,-2.0
삐졌다,-2.0
삐쳤다,-2.0
속썩이다,-2.0
심통,-1.0
심통부리다,-1.0
싸가지없다,-2.0
싸가지없는,-2.0
쌍년,-2.0
쌍놈,-2.0
씨부랄,-2.0
씹새끼,-2.0
우라질,-2.0
옘병할,-2.0
웬수,-2.0
잡놈,-2.0
치욕적,-2.0
가련하다,-1.0
고독하다,-1.0
고독한,-1.0
곤욕스럽다,-2.0
곤욕,-1.0
난처하다,-2.0
난해하다,-1.0
낭패스럽다,-2.0
망연,-2.0
망연자실,-2.0
망연자실하다,-2.0
먹먹하다,-2.0
뼈저리다,-1.0
쓴웃음,-1.0
씁쓸하다,-1.0
아휴,-1.0
외톨이,-2.0
왕따,-2.0
찌질이,-2.0
울부짖다,-2.0
으앙,-1.0
음울하다,-1.0
적적하다,-1.0
절규하다,-2.0
죄송하다,-2.0
죄송합니다,-2.0
죄책감,-2.0
주눅들다,-2.0
짠하다,-2.0
찡하다,-2.0
착잡하다,-2.0
처량하다,-2.0
처절하다,-2.0
청승맞다,-1.0
청승궂다,-1.0
청승맞게,-1.0
흑흑,-1.0
고리타분하다,-1.0
신통찮다,-1.0
심드렁하다,-1.0
지긋지긋하다,-2.0
골치아프다,-2.0
기진맥진하다,-2.0
꺼림찍하다,-1.0
찜찜하다,-1.0
꼴불견,-2.0
넌더리나다,-2.0
달갑잖다,-1.0
못미덥다,-1.0
콧웃음치다,-1.0
해괴하다,-2.0
감질나다,-1.0
반신반의하다,0.0
신비롭다,1.0
아리송하다,-1.0
알쏭하다,-1.0
알쏭달쏭하다,-1.0
득점,2.0
상위,2.0
상위권,2.0
안정감,1.0
실점,-2.0
오류,-2.0
의혹,-1.0
내팽개치다,-2.0
횡령,-2.0
불안증,-2.0
상승,1.0
호재,1.0
매수,1.0
성장,1.0
기대감,1.0
안정성,1.0
배당,1.0
신규,1.0
투자,1.0
우량주,1.0
전망,1.0
실적,1.0
회복,1.0
대박,1.0
상한가,1.0
수익률,1.0
투더문,1.0
떡상,1.0
신고가,1.0
역대급,1.0
황금주,1.0
대세,1.0
급등,1.0
전환점,1.0
인수합병,1.0
신제품,1.0
신기술,1.0
비전,1.0
선도,1.0
전망치,1.0
잭팟,1.0
우상향,1.0
강세장,1.0
화성,1.0
손절,-1.0
폭락,-1.0
물렸다,-1.0
하한가,-1.0
떡락,-1.0
개미털기,-1.0
작전주,-1.0
버블,-1.0
폭탄주,-1.0
축소,-1.0
물타기,-1.0
매도,-1.0
공매도,-1.0
붕괴,-1.0
실패,-1.0
하락,-1.0
악재,-1.0
물로켓,-1.0
부도,-1.0
리콜,-1.0
변동성,-1.0
퇴출,-1.0
파산,-1.0
잠식,-1.0
침체,-1.0
나락,-1.0
폭탄,-1.0
이탈,-1.0
손실,-1.0
냉각,-1.0
폭망,-1.0
미달,-1.0
악화,-2.0
적자,-2.0
위험,-2.0
불확실,-2.0
불안정,-2.0
혼란,-2.0
우려,-2.0
패닉,-2.0
실의,-2.0
탈출,-2.0
회피,-2.0
퇴보,-2.0
사라지다,-2.0
문제,-2.0
