닉네임,날짜,내용,종목
삿포로갈랭,2025-01-09T12:57:56+09:00,지금 이익일 때 팔아야 하나,005930
doilloo,2025-01-09T12:56:19+09:00,뭐냐 외국인 오전까지 100만 넘었는데 싹 사라졌네,005930
포도님이라규,2025-01-09T12:56:01+09:00,널 믿고 투자한 내가 실수 ㅠ,005930
빨간맛가즈아,2025-01-09T12:54:51+09:00,JP모간 한번에 952816주 팔았네 개늠들,005930
호갱쓰,2025-01-09T12:53:25+09:00,내가 다신 삼성 관련주식 사나 봐라.. ㅋㅋ 진짜 조오오오오오온나 쓰ㄹㅐ기주식이네,005930
2030년미래에서왔다,2025-01-09T12:52:03+09:00,새로운거 없음 나락이다만....,005930
앞자리남학생,2025-01-09T12:51:06+09:00,내 리게팅 아이온큐부터 살려라 젠ㅆ황아,005930
키요코,2025-01-09T12:50:13+09:00,삼전이 별로다! 삼전이 무너질거라고 얘기하는게 아닙니다. 투자를 하지말라는것도 아니지요 하지만 지금 삼성에 '혁신'이 빠졌습니다 이게 되게 큰 위기입니다. 젠슨황이 마이크론 선택하고 SK는 2025 HBM 준비가 어느정도 되어가고 있지만 삼성은 아직까지 잘모르겠습니다. 저는 CES2025 덕에 조금 오른거 같은 느낌이 듭니다 결론은 가보자 삼성 제발 !!!,005930
삼스헝,2025-01-09T12:49:37+09:00,혹시나가 역시나지,005930
탐욕스님,2025-01-09T12:49:12+09:00,나도 가지고는 있지만 굳이 이런종목에 들어가서 수익률을 갉아먹는일은 안해도될듯,005930
애플웨스트,2025-01-09T12:48:44+09:00,네이놈,005930
1초당10억,2025-01-09T12:48:31+09:00,상승세 기대 했는데 아쉽네요,005930
달구형,2025-01-09T12:47:53+09:00,짧게 들어갔다가 갑니다. 한국 시장은 나중에 돌아올게요.,005930
홍pro,2025-01-09T12:46:30+09:00,삼성망하자~,005930
주린나롱,2025-01-09T12:46:02+09:00,에헤이 다 조졌네이거,005930
투기꾼서씨,2025-01-09T12:42:53+09:00,비자발적 장투유발종목,005930
포도님이라규,2025-01-09T12:42:08+09:00,서로 못 팔아서 안달이네 ㅋ,005930
가자저높은곳으로,2025-01-09T12:42:06+09:00,"엔비디아 대항마 브로드컴이 삼성에 설계맡기고
구글하고 애플등등 수요업체에 공급하려고 한다는데 그래서 삼성 곧 좋아진다는데
사실인가요?
어제쯤?",005930
빨간맛가즈아,2025-01-09T12:41:45+09:00,가즈아,005930
죽죽죽올라라,2025-01-09T12:41:45+09:00,옆에는 5% 오르는구먼 왜이래,005930
불기둥전문가,2025-01-09T12:41:22+09:00,냠,005930
오키토끼요,2025-01-09T12:39:32+09:00,"양전좀 가즈아~~
이제 -1.5 남았다!!",005930
맨징하고파,2025-01-09T12:39:17+09:00,"1차 56000원 (통과)
2차 59000원
3차 66000원

렛츠고",005930
삿포로갈랭,2025-01-09T12:38:57+09:00,양전 좀 해봐 100원 갖고 엄청 왔다갔다하넹,005930
뿌니걸,2025-01-09T12:38:47+09:00,오늘 딱 58까지만,005930
박현명,2025-01-09T12:37:28+09:00,이쯤되면 양자주식하는애들 외화유출범아니냐,005930
58261언제올래,2025-01-09T12:36:54+09:00,쪼매만 더가다 간질나게 하지 말고 제발 소원이다,005930
이기은,2025-01-09T12:36:39+09:00,꺼억,005930
여비잖아,2025-01-09T12:36:17+09:00,배신자 들어오기전에 빨리 상가야 하지 않을까요?,005930
고구마농부,2025-01-09T12:35:55+09:00,ㅆ레기주식,005930
말차빵,2025-01-09T12:35:25+09:00,"오늘 옵션만기일
외인들 수익을 위해서 오늘 어거지로 지수방어하고
내일 쏟아져 내릴듯…",005930
손마사요시,2025-01-09T12:35:10+09:00,한곳에 모아서 섬에 쳐박고 강제노동을 시켜야된다 ㅉ,005930
보일러댁에아버님놔드려야겠어,2025-01-09T12:25:05+09:00,삼전 1% 오를때 하이닉스 는 10% 오름.,005930
정신차리고보니,2025-01-09T12:22:23+09:00,"20대 _ 인물 자랑 하며 살고
30대 _ 직장 자랑 하며 살고
40대 _ 재물 자랑 하며 살고
50대 _ 자식 자랑 하며 살고
60대 _ 세상 지켜 보며 살고
70대 _ 병원 다니는 재미로 살고
80대 _ 살아있어 사는것 이오

살다보면 잘해도 후회할것 이고 못해도 후회할것 인데 한살이라도 젊을때 부모님께 효도하고 가족에게 잘하는 삶이 행복한 삶이 아닐까 합니다.

욕심이 많고 돈 자랑하는건...
아직 건강하다는 증거 입니다.
젊기에 하고싶은 게 많다는 것
아프면 다 부질없는 것이오 ~~

돈좀 있으면 좋은 차 뽑아서 타고 다님 되고
돈좀 없으면 대중교통 이용하면 되고

돈좀 있으면 짜장면 사먹음 되고
돈좀 없으면 짜파게티 먹음 되고
다 뱃속에 들가면 똑같은 것인데

꼭 부모님 이나 가족에게 소고기 사줘야 행복이 아닙니다...
국밥을 한그릇 먹더라도 함께 웃으면서
따뜻하 말한마디 해주고 그런게 행복 아닐까요?

추운날씨 다들 부모님 그리고 가족에게
따뜻한 말 한마디가 추위를 녹여주지 않을까 싶네요 ~^^

그대가 헛데이 보낸 오늘은 ... 어제 죽어간 이가 그토록 살고 싶어하던 내일",005930
보일러댁에아버님놔드려야겠어,2025-01-09T12:21:44+09:00,아차 싶어서 외인들 다시 매도 ㅋ,005930
Society,2025-01-09T12:17:44+09:00,삼성 화이팅,005930
급등주하지마뚱이야,2025-01-09T12:14:40+09:00,여기서 깔짝거리지말고 쭈욱가보장❤️,005930
지금사면되니,2025-01-09T12:14:33+09:00,"25.8.11(월) 98,000원 갑니다",005930
이재용가리화이팅,2025-01-09T12:10:21+09:00,"구름대 저항 개오지네 ㅋㅋㅋ
구름 뚫고, 중단기 골든크로스 가즈아!!!",005930
폭풍핸들링,2025-01-09T12:03:56+09:00,삼쪽이에 물리신 6층이상 주주님들 선택은??,005930
째링링,2025-01-09T12:02:25+09:00,하하하,005930
포도님이라규,2025-01-09T12:02:16+09:00,몇시간째 뭐하냐?,005930
단예도,2025-01-09T12:01:15+09:00,젠슨황에 힘인가 슬슬 올라가네,005930
와카야마라멘,2025-01-09T12:00:31+09:00,어라 외인도 다시 파나??,005930
곱등이면무서워요,2025-01-09T12:00:22+09:00,젠슨형님이 삼전을 그냥 공개적으로 패시던데? 설계도 엉망에 와 쉬운걸 못하지 대놓고 ces기조에서 까버렸음,005930
리트리버1010,2025-01-09T11:59:10+09:00,떨어져도 외인이 들어오니 기분이 전혀 나쁘지 않다ㅋㅋㅋㅋㅋㅋㅋ,005930
검객의심장,2025-01-09T11:57:48+09:00,"내 포트폴리오에서 유일하게 파란불 뜬게 이샊기임 ㅋㅋㅋㅋ
좀만 올려라 가져다 버리고 관심에서 삭제하게",005930
체리블라썸님,2025-01-09T11:52:23+09:00,"미장 전량 매도 했는데
국장 슈우웃",005930
지구마불세계여행,2025-01-09T11:52:04+09:00,낼 급등할듯,005930
효효쟝,2025-01-09T11:51:55+09:00,8만열차 기관차 출발 신호 울렸다,005930
내가젤잘,2025-01-09T11:51:54+09:00,6만가자 힘내!!,005930
체리블라썸님,2025-01-09T11:51:46+09:00,"진짜에요?
https://www.hankyung.com/amp/2025010953437",005930
개미심리상태감지기,2025-01-09T11:50:58+09:00,정상이죠?,005930
가즈아쿠쿠,2025-01-09T11:49:08+09:00,다들성투하시길,005930
주식에굶주린이,2025-01-09T11:47:17+09:00,정찰,005930
파이아아아악이또한지나가리,2025-01-09T11:47:02+09:00,약 먹엇나?? 왜 이럼 황씨,005930
보름낮달,2025-01-09T11:47:00+09:00,올해의 잘한 선택이 삼전산거라고 해줘~,005930
세상이억까즁,2025-01-09T11:46:03+09:00,지금 거울보면서 가위바위보 진항중이네,005930
ShareHoldings,2025-01-09T11:44:30+09:00,https://m.blog.naver.com/jho7251/223719778681,005930
우주천마,2025-01-09T11:42:56+09:00,개관아 눈치챙겨제발,005930
대학섕쮸쮸,2025-01-09T11:41:48+09:00,매수,005930
폭tothe락,2025-01-09T11:41:06+09:00,얘는 몇시간 째 거울보고 자기랑 스파링하고 있는지,005930
일십억만들기,2025-01-09T11:35:09+09:00,어라 안떨구네...,005930
에코프로에이치앤,2025-01-09T11:34:43+09:00,역사적 최저가 할인?,005930
붱붱이,2025-01-09T11:32:18+09:00,외국인이 돌아왔다,005930
나도헉,2025-01-09T11:27:51+09:00,"삼전은 곰 이야
겨울잠 자자",005930
루이Looi,2025-01-09T11:27:10+09:00,믿는다,005930
가비지컬렉터,2025-01-09T11:26:27+09:00,완전 물밥이네 삼성..😮‍💨,005930
메이크윤,2025-01-09T11:26:00+09:00,뉴스떳네ㅎ,005930
난다옹,2025-01-09T11:23:27+09:00,삼전. 생각해보면 너내 기술력이면. 글카. ai 기반 제작하는. 반도체만들어서. 완체만들어도 앤비 잡한테 뒤쳐지지않을거같은데. 글카 도전해보는것도 나쁘지않은데.,005930
한강K,2025-01-09T11:22:18+09:00,"양자컴퓨터 관련주들 주가가 40%-50%씩 내렸습니다. 일제히 가격이 절반이 되었습니다.
하루사이의 일입니다.

해당게시판에선 원인을 젠슨황 엔비디아 대표의 발언으로 지목하고 있습니다.
어제 젠슨이 “양자컴퓨터는 상용화에 30년은 걸린다” 라고 발언했던 직후 주가가 즉시 반토막이 났기 때문입니다.
엔비디아게시판은 말 그대로 테러를 당하는 중입니다.

하지만 사실 양자컴퓨터 주가가 내린건 젠슨황 한 사람의 발언 때문이 아닙니다.
- 한달 새 스무배 가까이 올랐던 급등주들에
- 지속적으로 버블논란이 있었고
- 고점을 찍고나서 횡보 / 조정중이었던 주식들에 일제히 수익실현 매물이 나온겁니다.

지금 양자컴퓨터테마에 접근하는건 단타아닌이상 너무 위험합니다.

다시 볼게요.
양자컴퓨터 기술구현과 상용화가 아직 멀었다면, 지금과 같은 전자컴퓨터에 의존해야 합니다.
삼성은 자체적으로 양자연구도 하고 있습니다만 기본적으로 전자회사입니다.

AI연구를 위해 HBM은 지속적으로 필요하고
고품질 파운드리 역시 필요합니다.
따라서 삼전은 천천히 가더라도, 확실하게 가는 종목입니다.

투자방식에 따라 급등주 위주의 포트폴리오를 극단적으로 구성하실것이 아니라면, 삼전 투자 결코 나쁘지 않습니다.

아래 링크는 2주 전 제가 양자컴퓨터 폭락을 경고한 글입니다.

삼성전자 커뮤니티에 올라온 의견 보셨나요? ""FOMO""",005930
방구끼다똥싼다,2025-01-09T11:21:12+09:00,내가 다시 이걸 사다니....,005930
개브럴티,2025-01-09T11:15:20+09:00,아이스크림 하나 사먹고 젝슨황 퉤퉤,005930
Lmj23,2025-01-09T11:14:39+09:00,조아서,005930
삼성매앤앵,2025-01-09T11:12:21+09:00,양자 보다가 이거 보니 개효자네 1년에 20퍼 빠짐,005930
구미장수말발,2025-01-09T11:11:08+09:00,오후엔 일어서겠다 걱정하지 말자구 ㅋ,005930
SeP9,2025-01-09T11:10:58+09:00,사모펀드 파는거보소,005930
재로재로,2025-01-09T11:10:41+09:00,드드드드드드드드드,005930
진돌맘,2025-01-09T11:08:38+09:00,"큰손들들어오네ㅎㅎ
좋대이",005930
마음2,2025-01-09T11:08:35+09:00,좀 올라가자,005930
투기꾼서씨,2025-01-09T11:08:13+09:00,종가에는 상승으로 마감할 것 같다!,005930
삼천23,2025-01-09T11:05:53+09:00,하핳 드디어 빨간불!!,005930
탈퇴한회원4331630,2025-01-09T11:05:40+09:00,"구라친다고 가난인증하지마라
팩트만 말한다",005930
지구마불세계여행,2025-01-09T11:04:48+09:00,슬 시동거네,005930
우루우루루,2025-01-09T11:03:44+09:00,가즈아,005930
주린22221,2025-01-09T11:02:04+09:00,어차피 올라갈거 빨리 올라가자,005930
부자왕이야,2025-01-09T11:00:45+09:00,징하다 진짜,005930
일개인적무림,2025-01-09T11:00:41+09:00,달러 조금 남은 거로 사고 지금 봤는데 실화임? 미장해야 하는 이유임 고점에 사도 66% 어제 산 거임 빨리 탈출하고 싶다 삼전,005930
바늘구멍뚫기,2025-01-09T10:57:44+09:00,가즈아,005930
놀ToThe자,2025-01-09T10:53:56+09:00,"7만5천원 8만원 정도만 가주라

그 이상은 욕심 안부릴게.....ㅠㅠ",005930
월스트리트햄스터,2025-01-09T10:51:46+09:00,https://m.blog.naver.com/sierrajuliet-/223719701070,005930
곰돌이우,2025-01-09T10:50:07+09:00,외인이 계속 줍는중 오히려 좋음 ㅇㅇ,005930
땡기시오,2025-01-09T10:47:15+09:00,개미 터는 중일까요?,005930
ikr,2025-01-09T10:46:38+09:00,"진짜 궁금한데 투자금 100억원 이상
있으신분 토스에 있나요?
아무리봐도 저건 개인이 들고 있기엔
무리가 있어 보여요.",005930
불로소득좋아,2025-01-09T10:45:57+09:00,내 평단에서 춤을 추는 고만,005930
저는주린이라하옵니다,2025-01-09T10:44:02+09:00,영차영차,005930
내가사면오르길,2025-01-09T10:43:45+09:00,이제 구름 거의 다 뚫었다,005930
하늘소바람새,2025-01-09T10:43:26+09:00,Test,005930
차트볼시간에더자기,2025-01-09T10:43:24+09:00,6만전자 방어전할때가 그립네,005930
온세미킹,2025-01-09T10:43:02+09:00,2025년 말에얼마예상,005930
박현명,2025-01-09T10:39:04+09:00,개인 기관이 팔고 외국인이 매수중인가요,005930
보름낮달,2025-01-09T10:37:01+09:00,"주식 시작하고 제일 첨들어가본게 삼전이었는데 5만원이면 이름값에 비해 넘 싼거아니냐..
저점에 들어왔다고 생각했는데 또 너무 안올라서 놀랐음",005930
탈퇴한회원4331630,2025-01-09T10:35:14+09:00,꼬인애들 또 구라친다고 랄지거리지말고 져꺼,005930
망고레,2025-01-09T10:35:02+09:00,6만 갑니다,005930
양재불펀치,2025-01-09T10:34:41+09:00,https://n.news.naver.com/article/081/0003509737?cds=news_my,005930
지누님,2025-01-09T10:34:25+09:00,"구매대기 56,000원은 너무한거 아닙니까!!",005930
기연니,2025-01-09T10:30:33+09:00,"가 움직이기 시작.
미증시 조정오면 국장은 과연~
https://n.news.naver.com/article/003/0013005660?sid=104",005930
쑥이철이,2025-01-09T10:26:22+09:00,재용회장도 엔비 황 만나서 차한잔해라 내가 차갑줄께,005930
고추튀김z,2025-01-09T10:26:19+09:00,"올해는 한국같은 아시아 시장이 금융시장을 주도할지도 모르겠네요

미국은 세계에 나눠주던 부를 가져오려고하면서부터 미국주식이 세계적으로 투자붐이 불었는데 이제는 선반영 다돼서 요즘 장이 별로 안좋음. 그 돈이 아시아로 이동하는중.",005930
권제로,2025-01-09T10:25:48+09:00,오늘 옵션만기일이라 변동성이 심할거같아서 타점잡으려면 다음주보는게나을듯,005930
장투황태자,2025-01-09T10:24:30+09:00,"점심먹고 오후에는 마음 돌려라...
이완익 되면 되겠냐...일단 6만은 찍고!
다시 생각해라...",005930
누룽치,2025-01-09T10:22:11+09:00,에혀 빨리더 올라가자,005930
장투황태자,2025-01-09T10:21:40+09:00,오후에는 정신차리자...알았지?,005930
7퍼럴목냥이,2025-01-09T10:19:55+09:00,다시보니 국장이 선녀였다ㅋㅋㅌ,005930
주린이예욧,2025-01-09T10:19:39+09:00,에이씽 떨어지네,005930
먹어보자투자맨,2025-01-09T10:19:04+09:00,삼성만 빨강이면 국장 80%빨강이다 어서가라,005930
쁨이29,2025-01-09T10:17:54+09:00,안되. 내려가면. 52층은 힘들까요,005930
뉴진s,2025-01-09T10:16:57+09:00,기관들 수익실현중.,005930
장투황태자,2025-01-09T10:16:24+09:00,세스에끝나기전에 6만은 찍어야지....초치고 있네...,005930
호갱쓰,2025-01-09T10:15:29+09:00,"아니 외인 매수할때 같이 매수해서 좀 올리자고~ 뭐하는데 ㅋㅋ 어우!!
컄~퉤",005930
가격파괴,2025-01-09T10:15:09+09:00,젠슨황 vs 이재용 야차룰 ... 이재용에게 내 삼전 10주 건다,005930
1초당10억,2025-01-09T10:14:11+09:00,삼성 파이팅...,005930
장투황태자,2025-01-09T10:13:42+09:00,저 밑바닥에서 드러븐거만 배웠네...,005930
한장군2,2025-01-09T10:13:33+09:00,"외인들이매수 하네요
30% 올라갈수 있나요?",005930
장투황태자,2025-01-09T10:12:25+09:00,외인형들 열심히 사는데 기관또 양치질 눈치 보내..,005930
지구마불세계여행,2025-01-09T10:10:55+09:00,기관이 개미질하네,005930
재로재로,2025-01-09T10:10:42+09:00,이게 선반영이였음? ㅋㅋㅋㅋㅋㅋㅋㅋ,005930
시련달,2025-01-09T10:10:35+09:00,"어제 실스큐 와서 놀리던 사람들
여기서 많이들 벌고 계신가요??",005930
올라옹,2025-01-09T10:10:33+09:00,"일어나
이제 가야지",005930
오키토끼요,2025-01-09T10:07:39+09:00,슥 처럼 좀 날아가봐~~봐,005930
주식에굶주린이,2025-01-09T10:05:05+09:00,다시 설계 하라신다 4만 후반대까지 갈거 같다 안녕…,005930
로빈아우디,2025-01-09T10:04:41+09:00,이게 국장의 매력이지!,005930
장투황태자,2025-01-09T10:03:49+09:00,자사주 준비해라.,005930
월루가됩시다,2025-01-09T10:02:28+09:00,얘는 왜 매일 떨어만 지냐,005930
uxm,2025-01-09T10:01:20+09:00,그렇대요,005930
뱅방붕,2025-01-09T10:00:38+09:00,"외인이 사는건 또 얼마만인가..
근데떨어지넹ㅋ",005930
슈랭슈랭,2025-01-09T09:59:07+09:00,슈랭이 삼전 빨간불 이떠용 칠만천언도 이떠용 ㅋㅋㅋㅋ,005930
참도깨비,2025-01-09T09:58:51+09:00,고고,005930
1초당10억,2025-01-09T09:58:34+09:00,응원합니다.,005930
서현진,2025-01-09T09:57:21+09:00,"확실한건 외국인 매수세로
완전히 방향이 바뀌었다는거.
오늘 옵션 만기일인데
방향성이 삼전 롱이 확실하고
물린분들은 그냥
현생 살면서 기다립시다.",005930
성스러운투자,2025-01-09T09:57:20+09:00,외국인이 엄청 사는데도 개미가 팔아서 오르지 못하네..,005930
MoonRings,2025-01-09T09:57:02+09:00,"미국에서 구경 왔습니다.
여기도 황 사장 원망이 그득하네요
파이팅입니다.
저희도 황 사장 때문에 밤 샜습니다.",005930
