닉네임,날짜,내용
예아yes,2025-01-06T10:26:18+09:00,국장화이팅
정관쌍디아빠,2025-01-06T10:26:06+09:00,가자ㅎㅎ6만주 ㅎ오늘 5프로만 오르자
골든해,2025-01-06T10:25:37+09:00,와우 시원하게 오르네요
인텔리한호구,2025-01-06T10:25:30+09:00,그 언저리 오먼 손절치고 국장은 다신 안할거야
그가잠을잤습니다,2025-01-06T10:25:28+09:00,오 삼성
골든해,2025-01-06T10:25:13+09:00,왜갑자기 오르는지?
신월희,2025-01-06T10:25:00+09:00,국장 다 오르는구나 좋다
춤추는지렁이,2025-01-06T10:24:55+09:00,무서우니 반은 팔아서 고기사먹을래요.
천호반,2025-01-06T10:24:09+09:00,차
랄라루랑,2025-01-06T10:23:57+09:00,?..
30대후반시작,2025-01-06T10:23:57+09:00,"아, 물타기해야 하는데 오르네. 실적발표 후에 떨어질라나?"
차가운병아리,2025-01-06T10:23:53+09:00,6.5 갈때까진 팔지 않겠다…
쇠질군,2025-01-06T10:23:37+09:00,너 왜이래
보리탱구리,2025-01-06T10:23:26+09:00,가자가자~~~
힙합은안멋져,2025-01-06T10:22:45+09:00,넘빨리팔아슈.ㅠ
얌뇸념,2025-01-06T10:22:05+09:00,주린이 냠냠하고 갑니다..
맑은수정,2025-01-06T10:21:44+09:00,얼마 전에 진입할 때 됐다며 10억 묻어두던 사람 생각나네.... 지금 수익만 해도 얼마냐 ㄷㄷ
소유는번뇌,2025-01-06T10:21:38+09:00,고마 쎄리 오늘 상한가 한번 때리삐자
thedetail,2025-01-06T10:21:36+09:00,🧀
그니정,2025-01-06T10:20:48+09:00,영차
무한손절맨,2025-01-06T10:20:34+09:00,또속냐
주린이정현,2025-01-06T10:20:31+09:00,꺾이지말고 쭉쭉가자
일단박죠,2025-01-06T10:20:14+09:00,4만전자 주주들은 웃음꽃 ㅋㅋㅋ
괴수의심장,2025-01-06T10:20:10+09:00,응 때려죽여도 국장 안해
워렌존버핏77,2025-01-06T10:19:51+09:00,가자
Aksjd,2025-01-06T10:19:31+09:00,10만전자좀 가자 제발
여기가맛집이라고들었습니다만,2025-01-06T10:19:13+09:00,축카드립니다
슈랭슈랭,2025-01-06T10:19:06+09:00,"삼성이가 이리 올라가 주니 너무 장하네.
1계좌 7만천언 2계좌 6만천언에 나는 우리 삼성이떨어져도 욕한번 안해떠~ 왜냐면 믿으니까~♡"
김치전감자전삼전,2025-01-06T10:18:44+09:00,퀄테스크 통과햇나요?
천호반,2025-01-06T10:17:54+09:00,떡상가즈아
비밀창고,2025-01-06T10:17:53+09:00,많이기다렸다7000
FINDOUT,2025-01-06T10:17:36+09:00,임마가 일케 힘내는건 또 오랜만이네ㅋㅋ
리틀주린,2025-01-06T10:17:29+09:00,삼성이 망하면 나라가 망한다.
삼전35만원,2025-01-06T10:17:28+09:00,더살껄 그랬네요
Youngest,2025-01-06T10:17:27+09:00,이 아이는 왜 ... 집착을 하는가...
이딸라나,2025-01-06T10:17:23+09:00,국장 복귀는 지능순?
호빵은하나다,2025-01-06T10:17:14+09:00,가는거야~~~!
시방탱,2025-01-06T10:16:43+09:00,먼가 쎄다
행복해좋구나,2025-01-06T10:16:23+09:00,6층가줘
다람지얌,2025-01-06T10:15:54+09:00,야미...
v주식초보v,2025-01-06T10:15:46+09:00,"갑자기 왜 오르는거에요?
제가 초보라서...."
리게티롱숭이,2025-01-06T10:15:25+09:00,드디어 쏘나??
씨털맨,2025-01-06T10:15:23+09:00,달러 너무 올라서 현금 남은거 26주 사줬는데 올라가네..?
루이Looi,2025-01-06T10:15:12+09:00,적어도 휴대폰 시장의 한자리를 차지하고있으니까 망하진 않을것 같다. 오르면 오르지 파산하고 그러진 않을듯.
초코몬,2025-01-06T10:15:03+09:00,국장 안하는데도 매우 기분이 좋네요~ 국내 1등 화이팅!
바퀴벌레퇴치,2025-01-06T10:14:58+09:00,"ㅜㅜ 드디어
삼쪽아 힘내"
퓨뱌요,2025-01-06T10:14:56+09:00,얼~음으으으으으으으으음!! 난 이 게임을 해봤어요
아르네슬롯,2025-01-06T10:14:35+09:00,감사합니다
뽀닝잉,2025-01-06T10:14:31+09:00,"무조건 8만원까지 달려라ㅠ
이번엔 진심으로 모조리 싹다 정리해야지ㅠ"
늑대의왕,2025-01-06T10:14:29+09:00,평단 55300원이면 그냥 얼음이 맞겠죠~?
초연한호랑이,2025-01-06T10:13:52+09:00,쭉쭉가자
물리면가치투자자,2025-01-06T10:13:47+09:00,국장에 봄이 오는가..
쿠쿠쿠쿸쿠쿠쿸킄,2025-01-06T10:13:36+09:00,맛보기로 가보장 55000으로 올라주면 사려고 했는데 딱 올라와서 바로 매수!
벨라또,2025-01-06T10:13:30+09:00,어름!
하하하하33,2025-01-06T10:13:27+09:00,제발 떨어지지마. 작년 여름부터 힘들었어
불꽃남자3,2025-01-06T10:12:55+09:00,삼전 믿고있었다고ㅜㅜ 믿음이 조금 부족해서 반은 팔았...
나스닥은쉰,2025-01-06T10:12:53+09:00,이제 구름대 뚫자 화이팅!
죽죽죽올라라,2025-01-06T10:12:06+09:00,거래량은 없는데 가네
대박날꺼얌,2025-01-06T10:12:02+09:00,현대랑 롯데도 손잡고 가줘ㅋㅋ
머선120,2025-01-06T10:11:34+09:00,바닥이구나
아무거나규탄한다이것저것보장하,2025-01-06T10:11:34+09:00,슛
뉴진s,2025-01-06T10:11:14+09:00,이야호~~~
벨라또,2025-01-06T10:10:58+09:00,짭반인듯 아직은
PEEDA,2025-01-06T10:10:56+09:00,50일선 뚫었네요 ㅎ
여기가맛집이라고들었습니다만,2025-01-06T10:10:42+09:00,바닥인가?
안방보이,2025-01-06T10:10:04+09:00,가즈아
황도지,2025-01-06T10:09:46+09:00,야호
김치전감자전삼전,2025-01-06T10:09:42+09:00,"평단 5.3
홀딩

한달 관망 후
1차 분할 매도 타점 준비"
대대인,2025-01-06T10:09:34+09:00,와 뭐야 갑자기
쏭쏭빠르,2025-01-06T10:09:33+09:00,가즈아~
케이캐,2025-01-06T10:09:07+09:00,오늘오르는이유가뭐죵
마꼬빵,2025-01-06T10:09:05+09:00,힘들오오 허허
삼성전자9만원,2025-01-06T10:09:03+09:00,역시 삼성 짱
PEEDA,2025-01-06T10:08:50+09:00,하.. 그냥 많이 살걸
삼성전자9만원,2025-01-06T10:08:48+09:00,가자 가자 6만원
명금당,2025-01-06T10:08:18+09:00,이거모야?
펄업업,2025-01-06T10:08:09+09:00,...?무섭게 왜이러세요...ㅠㅠ
잉용잉,2025-01-06T10:08:03+09:00,우와아 삼전이 올라간다 신기~~
밥줘미,2025-01-06T10:08:03+09:00,슬금슬금 ㅎ
김치전감자전삼전,2025-01-06T10:08:01+09:00,간다 했자나
우아우아다,2025-01-06T10:07:51+09:00,평단 61500 높나요? 4개월 물타기 해서 낮춘건데.. 올해는 올런지 더 타야 하는지요
립스스스,2025-01-06T10:07:19+09:00,"56뚫으면 가겟네요
67에서 팔아먹어야겠네요"
맥똥날똥에선겨란후라이가5억원,2025-01-06T10:07:10+09:00,이게 머슨일이고
안피즈,2025-01-06T10:07:07+09:00,거진 1달 걸렸네요 지겨웠다 삼전...
러블리소울,2025-01-06T10:06:14+09:00,오오 이거 드디어 오르는건가 아까 살껄ㅜㅜ
키썸업,2025-01-06T10:04:53+09:00,더 올라가자
나는야명탐정,2025-01-06T10:04:10+09:00,와 드디어 내평단
주린이정현,2025-01-06T10:04:05+09:00,레스고
명인이,2025-01-06T10:04:04+09:00,드디어 올라가나 얼마만에 퍼랭이 벗어난기가 ㅠ
Lam22,2025-01-06T10:03:58+09:00,다시투자
돈먹는외계인,2025-01-06T10:03:35+09:00,영차영차~~~ 힘내라!!!!!!
그냥물림,2025-01-06T10:03:06+09:00,도 롱이다
패딩잉,2025-01-06T10:03:04+09:00,가보자잇
경한유진행운,2025-01-06T10:02:58+09:00,시원하게 좀 올라라
급정거조심,2025-01-06T10:02:33+09:00,에휴.............
박탱잉,2025-01-06T09:59:05+09:00,"늦었다고 생각했는데 비트코인 넘어가고 진짜 딱 한달만에 복구했습니다.
불장 시작도 안했어요 아직..
늦었다고 생각할때가 가장 빠른 시작의 순간입니다"
찌오니3,2025-01-06T09:58:55+09:00,ㄷㄷ 고점인가요
호신호,2025-01-06T09:57:38+09:00,지금 진입해도 될란가?
펄업업,2025-01-06T09:56:52+09:00,가주실거죠?
벨라또,2025-01-06T09:56:22+09:00,찐반일지 구라반등일지 과연
위기모면,2025-01-06T09:55:48+09:00,지금1퍼 오르는건 -3퍼내리기위한 상승으로 밖에 안보인다 제발 탈출하자
나를보면상폐,2025-01-06T09:55:12+09:00,100주 채우기 완성
밥줘미,2025-01-06T09:53:57+09:00,조금씩
짜호룽,2025-01-06T09:51:30+09:00,가자~~
전삼2500출,2025-01-06T09:51:15+09:00,굿
kurocrow,2025-01-06T09:49:47+09:00,"대한민국을 다시 위대하게
삼성을 위대하게"
영차영차영차영영,2025-01-06T09:49:13+09:00,금요일에 판매했는데 계좌이체 언제 가능해질까요?
러블리소울,2025-01-06T09:48:10+09:00,아 추격매수할까 고민돼내 이거
식칼살인마,2025-01-06T09:46:19+09:00,꿈의 8만 전자도 가시권이다
Youngest,2025-01-06T09:46:09+09:00,왜 삼성에서 쫓겨났냐 지발로 기술 빼돌린거지
투도터즈빠,2025-01-06T09:45:45+09:00,6만을 못가냐 이정신나간주식은
주린이배고픈데,2025-01-06T09:45:02+09:00,6만원만 가줬음 좋겠다..
와카야마라멘,2025-01-06T09:42:44+09:00,삼전이 1% 상승?? 사실상 상한가 친거나 다름없다
기무정은,2025-01-06T09:42:00+09:00,"지난주 삼성이 WIPO에 제출한 사용자에게 접이식의 특성을 모두 갖춘 폼 팩터를 제공할 수 있는 독특한 디자인의 멀티-폴더블 전자 장치에 관한 새로운 특허가 공개되었습니다.

주요내용입니다.

삼성의 특허 도면 도 12 는 멀티-폴더블 전자기기의 펼쳐진 상태의 후면도를 개략적으로 나타낸 도면

도 2 는 멀티-폴더블 전자기기의 펼쳐진 상태의 전면도를 개략적으로 나타낸 도면

도 3 은 본 발명의 일 실시예에 따른 멀티-폴더블 전자기기의 제1 하우징이 제2 하우징에 대하여 접힌 상태를 개략적으로 나타낸 도면

도 4 는 본 발명의 일 실시예에 따른 멀티-폴더블 전자기기의 제1 하우징 및 제3 하우징이 제2 하우징에 대하여 접힌 상태를 개략적으로 나타낸 도면

삼성 특허 도면 8은 멀티 폴더블 전자기기의 제2 하우징에 대한 제1 하우징 및 제3 하우징의 임계각에 대한 일 실시예를 개략적으로 설명하는 도면

도면 9는 제1 자석 및 제2 자석을 포함하는 멀티 폴더블 전자기기의 구성을 개략적으로 설명하는 도면

멀티-폴더블 전자 장치는 홀 센서, 가속도 센서, 각속도 센서, 자이로 센서, 폴딩 감지 센서 , 근접 센서, 기압 센서, 자기 센서, 생체 인식 센서 , 온도 센서, 습도 센서 또는 지문 인식 센서와 같은 센서 모듈을 추가로 포함

P.S 참고로 삼성의 더블(폴더블)은 26년 초를 목표로 하고 있습니다."
Youngest,2025-01-06T09:41:24+09:00,먹통은 기업에서 손때라
Youngest,2025-01-06T09:40:00+09:00,참 답답한게 삼성 전임직원분들이 외환통장에 입금 많이 해놓고 있는데 머저리 댓글 진짜 토나옴
수달녀니,2025-01-06T09:39:37+09:00,"주식시장 정상화 되기 시작하고
정세 안정화 되먼 50%이상도 될 듯"
세종주부지혜맘,2025-01-06T09:38:48+09:00,"ㅎㅎㅎ, 월급도 적고주식도 못하는 바보남편이 미국주식 시작한다는 헛소리 하는거보자마자
미국주식,달러 가지고있는거 다팔고 삼성전자 매수했어용~~ 평단 53100 이엥용~~
올해 목표수익은 100%~~ 작년엔 미국장이 넘좋아서 쉬웠네용"
오소링220,2025-01-06T09:37:48+09:00,↗️
대성불패,2025-01-06T09:37:19+09:00,가라!!
메이크윤,2025-01-06T09:36:33+09:00,오늘 얼마까지 예상들하세요?😅😅😅
분노의뿡뿡이,2025-01-06T09:36:10+09:00,외인형님들 투입!!!!
포기하지않는다,2025-01-06T09:34:33+09:00,소액 투입!
찌오니3,2025-01-06T09:33:55+09:00,뭔일이랴..
꼭대기상,2025-01-06T09:33:06+09:00,오눌은
Youngest,2025-01-06T09:32:11+09:00,원화출금해서 어디갈라고 ㅎ
나옹냐옹냥,2025-01-06T09:31:14+09:00,탈출하고싶어여 ㅠㅠㅠㅠㅠ 평단 육만육
주린이금쪽군,2025-01-06T09:30:30+09:00,외화보유고 잘나와서 올라간거다 정치병자들
Youngest,2025-01-06T09:29:20+09:00,다른데도 많은데. 옆집가유!
포도님이라규,2025-01-06T09:29:04+09:00,오~ 드뎌 본전 인접 ㅠ 눈물나네 ㅠ
글라스sun,2025-01-06T09:28:43+09:00,이제야 내 평단..
올라옹,2025-01-06T09:27:37+09:00,"결국은 간다
언니는 믿는다"
호구로,2025-01-06T09:26:59+09:00,"대한민국 한강의기적을
보여주잖아"
맥똥날똥에선겨란후라이가5억원,2025-01-06T09:26:39+09:00,이번달 6만전자간다
특징주알리미,2025-01-06T09:26:32+09:00,"삼성전자 소식을 가져왔어요.

6일 오전 9시 20분 기준 삼성전자는 전장보다 0.55% 오른 5만4700원에 거래 중이며 같은 시각 삼성전자우(-0.11%)는 내림세다.

👇 토스증권에서 기사 보기


앞으로 의 주가는?"
Youngest,2025-01-06T09:26:26+09:00,털출할라고 난리네...
Youngest,2025-01-06T09:25:52+09:00,신고 정신 대단하세요... ㅋ
파란나라를보았네,2025-01-06T09:23:44+09:00,"너가 아무리 찔끔 올라와봤자
고층 주민인 내 평단에는 발끝에도 미치지못해 흥!"
개미심리상태감지기,2025-01-06T09:22:48+09:00,탈출할게
보름낮달,2025-01-06T09:21:57+09:00,불타기 해야하나 떨어질줄 알고 적게 넣었더니 올라가네
식칼살인마,2025-01-06T09:21:22+09:00,"58000언 이상은 가야 된다..
윤핑핑 구속되면 6만 뚫어야 하고.."
미션도전,2025-01-06T09:19:47+09:00,이번엔 고집부리지말고 실적 발표때 반도체 감산 발표해라 그래야 너가 산다
Allahbong,2025-01-06T09:19:23+09:00,오늘 주워봄
천장가으자,2025-01-06T09:19:16+09:00,"팔만전자 올라면 우짤까 손절해 그냥 기다려
고민되네"
호구로,2025-01-06T09:17:39+09:00,"감옥에 말고 병원에
보내라던데 말이정답이지
삼전망헐뻔했잔아
미국은1년 전부터 보고있었을듯"
알콩달콩악동,2025-01-06T09:15:02+09:00,삼전은 이제 백원짜리 쌈이네
맥똥날똥에선겨란후라이가5억원,2025-01-06T09:14:56+09:00,내가 사면 떨어진다
화나고슬프고,2025-01-06T09:14:55+09:00,정치병환자들 차단박으면 삼전 주식 정보 잘 보임
기다리고있는중,2025-01-06T09:13:49+09:00,코리안 세일 끝났나요 동학개미님들 화이팅입니다
국민일보,2025-01-06T09:13:16+09:00,https://m.site.naver.com/1AeDz
블루판다,2025-01-06T09:12:22+09:00,윤이 체포가 안됐다고? 나락이다 나락 나락도 락이다
Youngest,2025-01-06T09:12:10+09:00,"신고하면 신고 했다고 글 남겨주세요
ㅋ"
야옹아멍멍행,2025-01-06T09:12:00+09:00,재진입 @- @
금융업직원,2025-01-06T09:10:54+09:00,불기둥 좋은데 무슨일?
맥똥날똥에선겨란후라이가5억원,2025-01-06T09:10:34+09:00,일단 정찰
식칼살인마,2025-01-06T09:09:32+09:00,윤핑핑 구속만 되도 최소 만언은 오르겠다
호구로,2025-01-06T09:08:20+09:00,"추워서 때리면 많이아파
선반영 십만가자
미장갔던 큰손들 드루와"
삼성가즈아아,2025-01-06T09:08:15+09:00,"하이닉스보면 답답하다
그냥 팔아야하나"
승리의V,2025-01-06T09:07:12+09:00,0.1퍼 0퍼 이러고있는데 커뮤는 뭔 대상승장인게 개웃기네 ㅋㅋㅋㅋㅋㅋ
맥똥날똥에선겨란후라이가5억원,2025-01-06T09:05:43+09:00,계속오르네 진입해야하나
천재혜,2025-01-06T09:05:15+09:00,오늘도 밥값 꼭 벌고 싶네요
달향기58,2025-01-06T09:04:37+09:00,삼성도 오늘 힘내보자 ~홧팅!!
보름낮달,2025-01-06T09:04:02+09:00,얘는 언제 떡상하나요
주린주린외계인,2025-01-06T09:03:11+09:00,4만원 중반까지 희망고문장난없겠는데?
후후후소다,2025-01-06T09:02:32+09:00,몇배로 만나게 될지 가슴이 두근두근 하군요
무지성삼엽충,2025-01-06T09:02:32+09:00,"비트코인, 미국주식 사지마라 샀다면 다 팔아라
디지털스레기 다 팔고 원화 예적금하고 청약하고
한국여자랑 결혼하고 빚내서 아파트사고 국장해라"
삼성매앤앵,2025-01-06T09:01:17+09:00,가냐??!
Youngest,2025-01-06T08:59:37+09:00,여기빼서 원화 어디로 갈라고? ㅋ
무지성뇌동매매,2025-01-06T08:59:27+09:00,오늘부터 삼전 모아볼게유~
Youngest,2025-01-06T08:58:38+09:00,오늘 훅 떨어져서 피똥싸자 샘슝이 힘내!!!
Youngest,2025-01-06T08:54:47+09:00,댓글 달렸는데 글이 인보이네요 ㅋㅋ
밥줘미,2025-01-06T08:53:33+09:00,떡상?
닉번기,2025-01-06T08:53:26+09:00,오늘 진짜 정리하게해주라 미장가게 ㅋ
삼성매앤앵,2025-01-06T08:52:56+09:00,궁금하다 오를지 꼬꾸라질지
주린이금쪽군,2025-01-06T08:52:13+09:00,개그치 가자 불반등
Youngest,2025-01-06T08:50:14+09:00,차트쟁이 캔들쟁이 단타쟁이 그게 맞나요? 전 이해불가. ㅋ
Youngest,2025-01-06T08:49:18+09:00,"그러게 배울만큼 배우신 분들이 이러네요 ㅋ
대한민국 법치국가 ㅋ"
붝붝붝,2025-01-06T08:47:32+09:00,"거참 정부앞에서는 말못하면서 먼 정치 이야길 이리해요 여긴 회사투자자들 토론하는곳이지 국회가아닙니다 좀
배울만큼 배우고 아실만큼 아실분들이 왜그러실까"
Youngest,2025-01-06T08:47:08+09:00,난 말이지 머리털 나고 선거 한번도. 한적없는데 조사하면 다 나온다 왜이래 ㅋ. 줏대없이 이리찍 저리찍
Youngest,2025-01-06T08:41:50+09:00,이아이는 나를 도대체 집요하게 신고하네
수달녀니,2025-01-06T08:39:12+09:00,ㅋㅋ
Youngest,2025-01-06T08:37:16+09:00,중국 체류민들 댓글 달지마라
Youngest,2025-01-06T08:36:17+09:00,윤석열 탄핵!!!! 체류민들 빠져라
Youngest,2025-01-06T08:35:34+09:00,"중국 체류민들 정치관련 참여 말라떴다
댓글 잘 달자?"
고무고무고무곰,2025-01-06T08:35:28+09:00,"배당 재투자하는 재미로 삶을 채워보세요!
주가 떨어져도 나름 배당 적당히 받으니 아쉬워도 버틸힘이 생깁니다 :)

https://bit.ly/3HtXeyo"
밍쿠사,2025-01-06T08:32:26+09:00,"주한중국대사관, 한국 체류 자국민에 ""정치활동 참여 말라
https://youtu.be/oUkDIY6v3bE?si=kq6JSk-XkWk-A26C"
